ref_interne_decla,reference_externe_declaration,statut_declaration,id_gest_sinistre,type_cloture,date_survenance_declaration,date_declaration,lieu_declaration,heure_declaration,evenement_declaration,circonstance_declaration,contexte,circo_detaillee_1,circ_detaillee_commentaire,circo_aggravante_1,cird_aggravante_suite,pv,constat,cas_irsa,inc_existence_expertise,vehicule_retrouve,date_vehicule_retrouve
6005617208,005231666V,Clôturée,9810050069,Clôture automatique,2020-12-02 01:00:00,2020-12-08 01:00:00,ANTIBES,11,Accident de la circulation,Deux véhicules,Privé,NULL,ca cosigné mis en ged                                              soc heurte adv en stationnement -k40 rctt - fmalus - fr 205€                                                                                                                                                                                                                                                                                           ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
8008012687,007473711A,En Cours de Gestion,1810049441,NULL,2023-07-24 02:00:00,2023-07-25 02:00:00,LESCAR,00,Evénements naturels,Grêle,NULL,Divers,NULL,NULL,NULL,N,N,NULL,O,N,
0007397309,006895813A,Clôturée,9810050069,Clôture automatique,2022-11-12 01:00:00,2022-11-14 01:00:00,SAINTES MARIES DE LA MER,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,fais dde srf,NULL,NULL,N,N,NULL,O,N,
0006950033,006475195G,Clôturée,0100006037,Clôture automatique,2022-06-03 02:00:00,2022-06-04 02:00:00,NULL,17,Accident de la circulation,Deux véhicules,NULL,NULL,appel DSI soc ko                                                   ACR envoyé par mail,NULL,NULL,N,N,NULL,O,N,
1007757289,007233202C,Clôturée,7810046187,Clôture automatique,2023-04-17 02:00:00,2023-04-17 02:00:00,NULL,13,Accident de la circulation,Deux véhicules,Privé,NULL,Appel reçu Adv pr confirmer son Immat- vu comm précédent =>        =>Je remercie Adv et l'informe que NF./,NULL,NULL,N,N,NULL,O,N,
2007886572,007354787K,En Cours de Gestion,0810048160,NULL,2023-06-10 02:00:00,2023-06-10 02:00:00,LANESTER,18,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé - Trajets travail,Corps fixe,APPEL DE MME QUI A PROCURATION CAR PAS DE RDV AVEC EXPERT          ON FAIT CONF A 3 AVEC EXPERT RDV 29/06,NULL,NULL,N,N,NULL,O,N,
1007822111,007294318H,Clôturée,8810054128,Clôture automatique,2023-05-16 02:00:00,2023-05-16 02:00:00,LUCE,08,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,DST: OE/RC00                                                       ACR mail + sms                                                     GGE agréé N1 + EAD                                                 CA cosigné à venir                                                 FVA ok                                                             RIB OK                                                             verisure ok,NULL,NULL,N,O,NULL,O,N,
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,* TEL Témoin reçu : me communique ses coordonnées                  * Envoi Attestation de Témoignage par Mail,NULL,NULL,N,N,NULL,O,N,
9005768695,005372588W,Clôturée,2810055072,Clôture automatique,2021-02-11 01:00:00,2021-02-11 01:00:00,NULL,11,Accident de la circulation,Carambolage,NULL,NULL,cg non mutee- pas de convention- appels d offre lance,NULL,NULL,N,N,NULL,O,N,
2004783902,004457140U,Clôturée,7810046187,Clôture automatique,2019-12-03 01:00:00,2019-12-05 01:00:00,JARGEAU,18,Accident de la circulation,Deux véhicules,Privé,NULL,ca + photo+ declaration unilaterale mise en ged,NULL,NULL,N,N,NULL,O,N,
8005674400,005284981W,En Cours de Gestion,1810015811,NULL,2021-01-05 01:00:00,2021-01-05 01:00:00,SANNOIS,07,Accident de la circulation,Carambolage,Privé - Trajets travail,NULL,"sociétaire circule  quand un vtm roulant dans le mm sens se rabat sur notre 2 roues- soc fait manoeuvre d'évitement et vient toucher  un véhicule sur sa gauche-                                         pompiers( cergy) + police de saint denis- test alcool et stup      négatif                                                            soc est emmené à l'hopital d'argenteuil-informé va recevoir un dossier corpo et devra fournir le cmi                                  pas de constats établi, la police a rédigé un rapport d'accident N°294",NULL,NULL,N,N,NULL,O,N,
2007886572,007354787K,En Cours de Gestion,0810048160,NULL,2023-06-10 02:00:00,2023-06-10 02:00:00,LANESTER,18,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé - Trajets travail,Corps fixe,"Soc en voulant démarrer son 2 roues dérape sur les gravillons et   tombe sur le coté gauche. en voulant se relever, il perd           l equilibre et tombe du coté droit.                                Soc n est pas blessé                                                                                                                                                                                             ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
8005674400,005284981W,En Cours de Gestion,1810015811,NULL,2021-01-05 01:00:00,2021-01-05 01:00:00,SANNOIS,07,Accident de la circulation,Carambolage,Privé - Trajets travail,NULL,Tél Soc émis. Suite corpo ? me dit corpo sans suite mais a quand   même consulté. Je lui renvoie le dossier corpo,NULL,NULL,N,N,NULL,O,N,
7005604202,005219664Z,Clôturée,7810046187,Clôture automatique,2020-11-30 01:00:00,2020-12-02 01:00:00,AMILLY,17,Accident de la circulation,Deux véhicules,Privé,NULL,CONSTAT = GED.,NULL,NULL,N,O,NULL,O,N,
3005531020,005152127P,Clôturée,8810050068,Clôture automatique,2020-10-26 01:00:00,2020-10-27 01:00:00,BAR LE DUC,09,Accident de la circulation,Deux véhicules,Privé,NULL,constat cosigne pas de blesse                                      soc en circulation adv quitte un stationnement et le heurte.       rc 00 cas 51                                                                                                                                                                                                                                                                        ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
4007678141,007158864A,En Cours de Gestion,9810050069,NULL,2023-03-13 01:00:00,2023-03-13 01:00:00,LYON 07,21,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé,Corps fixe,"Appel du mari de soc, fidelia ne trouve pas de gge agréé qui       est des délais raisonnables.                                       Soc pense que seuls ses pneus sont touchés, il va voir avec le     dépanneur pour venir mettre ses panus hier à la place et emmener   lui même son veh                                                   Je le mets en garde de ne pas agravé les dommages                  Il fait le point avec le dépanneur et revient vers nous",NULL,NULL,N,N,NULL,N,N,
4006297856,005866662H,Clôturée,4810013834,Clôture automatique,2021-09-15 02:00:00,2021-09-15 02:00:00,ST GEORGES SUR BAULCHE,07,Accident de la circulation,Carambolage,Privé,NULL,sst soc: l'expert a commandé des pièces chromées alors que soc     les avait en noir. Le garage a déjà commandé les pièces. Le soc    a vu avec le tiers pour que sa compagnie d'assurance prenne en     charge la facture. Cie adverse a confirmé la prise en charge.      On doit leur envoyer un courrier demandant la confirmation de la   PEC. Je demande a soc de nous transmettre la facture.,NULL,NULL,N,N,NULL,O,N,
9004891077,004557488T,Clôturée,2810061512,Clôture automatique,2020-01-16 01:00:00,2020-01-16 01:00:00,FACHES THUMESNIL,09,Vol (véhicule retrouvé),Avec effraction du véhicule,NULL,Non identifié,"Relance Gendarmerie, car pas de rappel.                            Interlocuteur m'invite à faire une demande par mail à:             bta.le-pontet@gendarmerie.interieur.gouv.fr                        Demande envoyée.",NULL,NULL,N,N,NULL,O,O,2023-06-23
9007627399,007111204W,En Cours de Gestion,1810016021,NULL,2023-01-18 01:00:00,2023-02-20 01:00:00,ANTONY,01,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,je fais dav pour rc et irsa                                        car au vu des 2 da il semble que rc soc soit engagée depuis le     début,NULL,NULL,N,N,NULL,O,N,
4005237129,004879852N,Clôturée,7810052287,Clôture automatique,2020-07-01 02:00:00,2020-07-03 02:00:00,BLOIS,23,Accident de la circulation,Deux véhicules,NULL,NULL,VTM DE L ASSUREE EN STATIONNEMENT regulier un scooter est venu     percuter le vtm.                                                   constat etabli au commissariat                                     obs du tiers qui dit avoir eu une queue de poisson d un 3eme vtm   et perdu le controle,NULL,NULL,N,N,NULL,O,N,
6008225428,007673697B,En Cours de Gestion,8810062938,NULL,2023-10-16 02:00:00,2023-10-18 02:00:00,LYON 01,19,Accident de la circulation,Deux véhicules,Privé,NULL,NULL,NULL,NULL,N,N,NULL,O,N,
4007120929,006636652D,Enregistrée NPEC,8810050068,NULL,2022-06-20 02:00:00,2022-07-23 02:00:00,MERIGNAC,22,Evénements naturels,Grêle,NULL,Absence,"Dossier en NPEC car le dossier en BDG pour le meme evenement est   ouvert, Ref 006535936E.                                            j'ai appelé soc, m'a confirmé avoir sollicité plusieurs réparateursBDG, elle attend toujours son RDV.                                                                                                                                                                               ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,N,N,
8004920353,004584874K,Clôturée,4810048594,Clôture automatique,2020-01-12 01:00:00,2020-01-28 01:00:00,NULL,18,Accident de la circulation,Deux véhicules,NULL,NULL,tiers quitte son stat                                              dommafes ARD                                                                                                                                                                                                                                                                                                                                           ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
6005179882,004827301T,Clôturée,1810049441,Clôture automatique,2020-06-10 02:00:00,2020-06-12 02:00:00,NULL,09,Accident de la circulation,Deux véhicules,NULL,NULL,appel de soc qui a du mal a envoyer par mail -> docs sera envoyer  par courrier,NULL,NULL,N,N,NULL,N,N,
0930001410,930000995Y,En Attente Informations,6810048596,NULL,2021-04-12 02:00:00,2021-08-09 02:00:00,NOISY LE GRAND,10,Evénements naturels,"Tempête (action directe du vent, choc, corps renversé ou projeté)",NULL,Absence,NULL,NULL,NULL,N,N,NULL,N,N,
